AcresBurned,ArchiveYear,Counties,Fatalities,Injuries,Latitude,Longitude,Location,Name,Started,Extinguished,StructuresDamaged,StructuresDestroyed,MajorIncident,Duration_Days
100.0,2017,San Diego,,,32.64962,-116.37345,"off Highway 94 and Church Rd, Campo Indian Reservation ",Church Fire,2017-10-21 13:04:00+00:00,2018-01-09 13:41:00+00:00,,,False,80.0
100.0,2017,Sonoma,,,38.46123,-122.58152,east side of Highway 12 near the Oakmont community,Oakmont Fire (Central LNU Complex),2017-10-14 20:35:00+00:00,2018-04-05 12:01:00+00:00,,,True,172.0
100.0,2017,Lake,,,39.0199,-122.57487,"off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks",Long Fire,2017-10-14 05:00:00+00:00,2018-01-09 13:38:00+00:00,,,False,87.0
100.0,2017,Solano,,,38.43658,-121.97233,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",Timm Fire,2017-10-02 09:37:00+00:00,2018-01-09 13:29:00+00:00,,,False,99.0
100.0,2017,Santa Clara,,,36.99092,-121.59899,"Ballybunion Ct, Gilroy",Bally Fire,2017-09-03 19:17:00+00:00,2018-01-09 12:50:00+00:00,,,False,127.0
100.0,2017,Fresno,,,36.09486,-120.52189,"Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga",Parkfield Fire,2017-09-03 09:23:00+00:00,2018-01-09 12:51:00+00:00,,,False,128.0
100.0,2017,Santa Clara,,,37.14653,-121.68165,Hale Ave and Tilton Ave in Morgan Hill,Tilton Fire,2017-08-11 14:55:00+00:00,2018-01-09 12:39:00+00:00,,,False,150.0
100.0,2017,San Bernardino,,,34.19076,-117.26969,"Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline",Mile Fire,2017-07-31 14:44:00+00:00,2018-01-09 12:16:00+00:00,,,False,161.0
99.0,2017,San Bernardino,,,34.035344,-116.940661,"Off Oak Glen Rd and Pine Bench Rd, east of Oak Glen",Oak Fire,2017-11-29 12:19:00+00:00,2018-01-09 13:46:00+00:00,,,False,41.0
92.0,2017,Riverside,,,33.57139,-116.8247,Reed Valley Rd. and Forest Route 7S04 in Aguanga,Reed Fire,2017-08-07 14:14:00+00:00,2018-01-09 12:23:00+00:00,,,True,154.0
91.0,2017,Fresno,,,36.95104,-119.65621,"off Auberry Rd, north of Clovis",Auberry Fire,2017-07-05 15:40:00+00:00,2018-01-09 11:45:00+00:00,,5.0,True,187.0
91.0,2017,Butte,,,39.52499,-121.64897,"Wilbur rd, north of Oroville Dam blvd    ",Wilbur Fire,2017-06-06 12:43:00+00:00,2018-01-09 10:27:00+00:00,,,False,216.0
90.0,2017,Madera,,,37.09773,-120.02027,"Road 29 and Ave 24, near Daulton",Daulton Fire,2017-07-07 10:00:00+00:00,2018-01-09 11:46:00+00:00,,,False,186.0
87.0,2017,Lake,,,39.15016,-122.576,"Bartlett Springs, community of Clearlake",Ridge Fire,2017-10-06 14:38:00+00:00,2018-01-09 13:29:00+00:00,,,True,94.0
86.0,2017,Ventura,,,34.34949,-119.30918,off Hwy 33 & Casitas Vista Rd,Vista Fire,2017-10-24 14:44:00+00:00,2018-01-09 13:45:00+00:00,,,False,76.0
85.0,2017,Riverside,,,117.337331,34.015742,Marlborough ave and Northgate street,Marlborough Fire,2017-08-31 10:13:00+00:00,2018-01-09 12:49:00+00:00,,,False,131.0
85.0,2017,Humboldt,,,40.11794,-123.76099,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",Saw Fire,2017-08-03 11:58:00+00:00,2018-01-09 12:17:00+00:00,,,False,159.0
85.0,2017,San Bernardino,,,34.20152,-117.14466,"off Hwy 330 & Old City Creek Rd, southwest of Running Springs",Dollar Fire,2017-07-22 13:35:00+00:00,2018-01-09 12:03:00+00:00,,,False,170.0
85.0,2017,Santa Clara,,,37.3344,-121.71752,"Off Grant Road, Mt. Hamilton, east of San Jose",Ranch Fire,2017-06-29 13:56:00+00:00,2018-01-09 11:11:00+00:00,,,False,193.0
82.0,2017,Monterey,,,35.86596,-120.64584,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,Country Fire,2017-08-07 18:08:00+00:00,2018-01-09 12:27:00+00:00,,,False,154.0
81.0,2017,San Diego,,,33.38613,-117.46709,"Loma Range 217, Camp Pendleton",Loma Fire,2017-10-13 15:40:00+00:00,2018-01-09 13:38:00+00:00,,,False,87.0
80.0,2017,El Dorado,,,38.869036,-119.61865,"off Hwy 395, south of Gardnerville in Nevada",Holiday Fire,2017-12-28 20:51:00+00:00,2018-01-09 13:49:00+00:00,,,False,11.0
79.0,2017,Plumas,,,40.13278,-120.9204,"Hwy 89, ¼ mile north of Crescent Mills",Mills File,2017-09-03 20:32:00+00:00,2018-01-09 13:18:00+00:00,,,False,127.0
79.0,2017,Tulare,,,35.89423,-119.00334,"off Avenue 56 & Road 256, 2 miles east of Ducor",Fountain Fire ,2017-05-31 11:30:00+00:00,2018-01-09 10:23:00+00:00,,,False,222.0
78.0,2017,Santa Clara,,,36.96607,-121.55552,"off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy",Castro Fire,2017-07-23 16:07:00+00:00,2018-01-09 12:04:00+00:00,,,False,169.0
78.0,2017,Tehama,,,40.38944,-122.13088,"off of Spring Branch Rd, 7 miles east of Cottonwood",Spring Fire ,2017-06-04 16:22:00+00:00,2018-01-09 10:25:00+00:00,,,False,218.0
76.0,2017,Nevada,,,39.19325,-121.08406,"McCourtney Rd and Hwy 20, Grass Valley",McCourtney Fire (Wind Complex),2017-10-09 00:00:00+00:00,2018-02-09 09:52:00+00:00,2.0,13.0,True,123.0
76.0,2017,Fresno,,,36.8005,-119.35901,near Tivy Mountain,Tivy Fire,2017-06-11 22:45:00+00:00,2018-01-09 10:31:00+00:00,,,False,211.0
74.0,2017,San Luis Obispo,,,35.5956,-120.56068,"Linne Rd x Geneseo Rd, east of Paso Robles",Linne Fire,2017-09-26 16:45:00+00:00,2018-01-09 13:26:00+00:00,,,False,104.0
74.0,2017,El Dorado,,,38.7803,-120.97111,"Axel Ct & Barrister Ct, Rescue",Axel Fire,2017-07-08 16:38:00+00:00,2018-01-09 11:50:00+00:00,,,True,184.0
74.0,2017,San Bernardino,,,34.07612,-117.06765,"Hwy 38, west of Bryant St.",Bryant Fire,2017-07-07 15:45:00+00:00,2018-01-09 11:47:00+00:00,,,False,185.0
73.0,2017,San Luis Obispo,,,35.78616,-120.96514,"Lynch Canyon Road and Interlake Road, north of Lake Nacimiento",Lynch Fire,2017-10-13 12:14:00+00:00,2018-01-09 13:37:00+00:00,,,False,88.0
72.0,2017,Riverside,,,33.75526,-117.25075,"off of Mc Pherson Road, Perris",Ellis Fire,2017-07-18 15:34:00+00:00,2018-01-09 12:01:00+00:00,,,False,174.0
70.0,2017,San Luis Obispo,,,35.4403,-120.2913,"Hwy 58 near Camatta Creek Rd, east of Santa Margarita",Camatta Fire,2017-08-02 10:33:00+00:00,2018-01-09 12:17:00+00:00,,,False,160.0
70.0,2017,Colusa,,,39.01224,-122.20127,"Sand Creek Rd, west of Arbuckle",Sand Fire,2017-07-17 13:17:00+00:00,2018-01-09 11:58:00+00:00,,,True,175.0
70.0,2017,Santa Clara,,,37.25014,-121.68562,"San Felipe Road and Metcalf Road, 8 miles northeast of Morgan Hill",Felipe Fire,2017-07-10 15:54:00+00:00,2018-01-09 11:52:00+00:00,,,False,182.0
70.0,2017,Fresno,,,36.60736,-120.5828,"Interstate 5 and Manning Avenue, north of Coalinga",Manning Fire,2017-05-19 23:28:00+00:00,2018-01-09 10:05:00+00:00,,,False,234.0
69.0,2017,Fresno,,,36.7279,-119.28241,Hwy 180 from Hills Valley to Ruth Hill,Hill Fire,2017-08-27 18:47:00+00:00,2018-01-09 12:46:00+00:00,,,False,134.0
68.0,2017,Sacramento,,,38.33707,-121.11113,"off Clay East Rd, east of Herald",Clay Fire,2017-06-01 15:38:00+00:00,2018-01-09 10:22:00+00:00,,,False,221.0
67.0,2017,Lassen,,,40.03392,-120.1064,"east of Hwy 395, Doyle",River Fire,2017-06-04 16:12:00+00:00,2018-01-09 10:26:00+00:00,,,False,218.0
65.0,2017,Stanislaus,,,37.82934,-120.68992,"Off Sonora Rd & Orange Blossom Rd, east of Oakdale",Orange Fire,2017-06-21 14:45:00+00:00,2018-01-09 10:59:00+00:00,,,False,201.0
63.0,2017,Riverside,,,33.81976,-117.18552,"Placentia Ave. at Eureka St, Nuevo",Placentia Fire,2017-07-28 18:11:00+00:00,2018-01-09 12:07:00+00:00,,,False,164.0
63.0,2017,Mariposa,,,37.36914,-120.0088,west of  Westfall Road and north of Whiterock Road,Westfall Fire,2017-06-15 07:30:00+00:00,2018-01-09 10:33:00+00:00,,,False,208.0
62.0,2017,San Diego,,,33.20988,-116.46989,"Montezuma Valley Rd., near the Community of Borrego Springs.",Montezuma Fire,2017-08-26 11:30:00+00:00,2018-01-09 12:44:00+00:00,,,False,136.0
62.0,2017,Lake,,,38.94599,-122.81135,Bottle Rock Rd and Highway 29 in Kelseyville,Bottle Fire,2017-08-08 16:40:00+00:00,2018-01-09 12:28:00+00:00,,,True,153.0
62.0,2017,Stanislaus,,,37.64898,-120.4925,Off Hwy 132 & Lake Rd,Lake Fire,2017-07-08 11:00:00+00:00,2018-01-09 11:48:00+00:00,,,False,185.0
60.0,2017,Tehama,,,40.32063,-122.83208,"Hwy 36 West, off Tedoc Roadd, west of Platina",Bolla Fire,2017-06-18 07:15:00+00:00,2018-01-09 10:35:00+00:00,,,False,205.0
59.0,2017,Tulare,,,36.18815,-118.78928,"off Balch Park Rd & Bear Creek Dr, 4 miles north of Springville ",Fox Fire,2017-07-17 15:32:00+00:00,2018-01-09 11:59:00+00:00,,,False,175.0
59.0,2017,Calaveras,,,38.18303,-120.85322,Quail Oaks Rd. and Oak Hill Dr. near Valley Springs ,Quail Fire,2017-07-12 13:10:00+00:00,2018-01-09 11:53:00+00:00,,,True,180.0
58.0,2017,Fresno,,,36.7528,-119.2288,"Elwood Road and Silver Lane, northwest of Squaw Valley",Silver Fire,2017-10-11 15:59:00+00:00,2018-01-09 13:36:00+00:00,,3.0,True,89.0
58.0,2017,Lake,,,39.42604,-123.03344,"Elk Mountain Rd, west of Lake Pillsbury",Slides Fire,2017-09-12 16:08:00+00:00,2018-01-09 13:20:00+00:00,,,False,118.0
58.0,2017,Tulare,,,36.64404,-118.99944,"off of Hogback Rd and Whitaker Forest Dr, Badger",Hogback Fire,2017-07-18 15:50:00+00:00,2018-01-09 12:01:00+00:00,,,False,174.0
58.0,2017,San Luis Obispo,,,35.346,-120.62825,"off northbound Hwy 101, near the Cuesta Grade",Tower Fire,2017-07-07 16:23:00+00:00,2018-01-09 11:48:00+00:00,,,False,185.0
57.0,2017,Tehama,,,40.1583,-122.3209,"Live Oak Road, Community of Ridgway, west of Red Bluff",Live Fire,2017-07-28 13:24:00+00:00,2018-01-09 12:07:00+00:00,,,False,164.0
57.0,2017,Fresno,,,36.81476,-119.51592,"Ashland and Riverbend Ave, Sanger City",Freedom Fire,2017-07-04 13:21:00+00:00,2018-01-09 11:43:00+00:00,,,False,188.0
56.0,2017,Siskiyou,,,41.93006,-122.36545,Ager Beswick Rd. and Crest Ln. south of Copco Lake,Bogus Fire,2017-06-18 15:45:00+00:00,2018-01-09 10:59:00+00:00,,,False,204.0
55.0,2017,Solano,,,38.4446,-122.0041,"Estate Rd & John Wayne Rd, north of Vacaville",Estate Fire,2017-09-23 11:05:00+00:00,2018-01-09 13:23:00+00:00,1.0,2.0,True,108.0
55.0,2017,Siskiyou,,,41.99483,-121.90077,"off of Owens Rd and Hwy 97, northeast of Dorris ",Owens Fire,2017-08-29 15:39:00+00:00,2018-01-09 12:47:00+00:00,,,False,132.0
55.0,2017,Los Angeles,,,34.03941,-118.58624,Off Topanga Canyon & Pacific Coast Hwy in Malibu,Topanga Fire,2017-06-29 15:09:00+00:00,2018-01-09 11:11:00+00:00,,,False,193.0
54.0,2017,Siskiyou,,,41.222,-122.292,West of Dunsmuir,Bradley Fire,2017-08-28 22:00:00+00:00,2018-01-09 12:46:00+00:00,,,False,133.0
54.0,2017,Siskiyou,,,41.222,-122.27499,"Bradley Ridge, City of Dunsmuir ",Bradley Fire,2017-08-28 21:38:00+00:00,2018-01-09 12:46:00+00:00,,,False,133.0
54.0,2017,Santa Clara,,,37.33454,-121.76323,"Off Quimby Rd, west of Grant Ranch Park, East San Jose",Quimby Fire,2017-06-21 18:02:00+00:00,2018-01-09 11:00:00+00:00,,,False,201.0
51.0,2017,Santa Clara,,,37.44485,-121.84108,"Weller Rd and Calaveras Rd, 3 miles east of Milpitas",Weller Fire,2017-07-26 23:19:00+00:00,2018-01-09 12:07:00+00:00,,,False,166.0
50.0,2017,Kern,,,35.21556,-118.56578,"Hwy 58 and Keene Ranch Rd, community of Keene",Tank Fire,2017-10-26 11:55:00+00:00,2018-01-09 13:45:00+00:00,,,False,75.0
50.0,2017,Riverside,,,33.8826,-117.00589,"Lambs Canyon Road & Gilman Springs Road, Gilman Springs",Extension Fire,2017-10-23 10:31:00+00:00,2018-01-09 13:42:00+00:00,,,False,78.0
50.0,2017,Los Angeles,,,34.22551,-118.05545,off Mount Wilson Circle near the Mount Wilson Observatory ,Wilson Fire,2017-10-17 03:43:00+00:00,2018-01-09 13:40:00+00:00,,,False,84.0
50.0,2017,San Mateo,,,37.41591,-122.3001,"Skyline Rd and Skeggs Point, 3 miles west of Woodside",Skeggs Fire,2017-09-11 19:41:00+00:00,2018-01-09 13:20:00+00:00,,,True,119.0
50.0,2017,Kern,,,35.70639,-118.47307,"Old State Rd & Dollar Rd, Wofford Heights",Calgary Fire,2017-08-05 13:16:00+00:00,2018-01-09 12:19:00+00:00,,,False,156.0
50.0,2017,Santa Barbara,,,34.72379,-120.13249,"Zaca Station Road and Foxen Canyon Road, north of Los Olivos",Mesa Fire,2017-07-17 14:55:00+00:00,2018-01-09 11:59:00+00:00,,,False,175.0
50.0,2017,Yuba,,,39.06308,-121.303,"Camp Far West Rd & Wichita Way, east of Olivehurst",West Fire,2017-07-08 16:47:00+00:00,2018-01-09 11:50:00+00:00,,,False,184.0
50.0,2017,Ventura,,,34.20599,-118.98603,"off Hwy 101 & Camarillo Springs Rd, Camarillo Springs",Grade Fire,2017-07-04 14:45:00+00:00,2018-01-09 11:43:00+00:00,,,False,188.0
50.0,2017,Riverside,,,33.87739,-117.16215,"Lake Perris State Recreation Area, Moreno Valley (Riverside County)",Lago Fire,2017-07-03 15:14:00+00:00,2018-01-09 11:41:00+00:00,,,False,189.0
50.0,2017,San Diego,,,33.23281,-117.29509,"Hwy. 76 & College Blvd., Oceanside, Camp Pendleton",Douglas Fire,2017-06-13 14:31:00+00:00,2018-01-09 10:32:00+00:00,,,False,209.0
48.0,2017,Madera,,,36.94652,-120.90462,"off Arburua Road and I-5, southwest of Los Banos",Power Fire,2017-09-20 21:07:00+00:00,2018-01-09 13:23:00+00:00,,,False,110.0
48.0,2017,Riverside,,,33.58577,-116.07429,off Avenue 64 and Las Serenas Street,Serenas Fire,2017-05-28 15:27:00+00:00,2018-01-09 10:21:00+00:00,,,False,225.0
47.0,2017,San Benito,,,36.38109,-121.00391,Airline Hwy and Bitterwater Road,Bitterwater Fire,2017-11-25 16:46:00+00:00,2018-01-09 13:46:00+00:00,,,False,44.0
47.0,2017,San Luis Obispo,,,35.06472,-120.5634,"off Zenon Way, Nipomo ",Zenon Fire,2017-07-20 14:43:00+00:00,2018-01-09 12:03:00+00:00,,,False,172.0
46.0,2017,Riverside,,,33.6444,-117.3968,"Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore",Canyon Fire,2017-08-27 14:51:00+00:00,2018-01-09 12:45:00+00:00,,,False,134.0
46.0,2017,San Bernardino,,,34.149,-117.189,"Hwy 330, 1 mile north of Highland ",Hidden Fire,2017-07-12 15:29:00+00:00,2018-01-09 11:54:00+00:00,,,False,180.0
46.0,2017,Siskiyou,,,41.8721,-122.4571,"Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ",Whitepine Fire,2017-06-06 16:38:00+00:00,2018-01-09 10:27:00+00:00,,,True,216.0
45.0,2017,Riverside,,,33.9885,-117.38417,"Mission Inn Ave. and Redwood Dr., Riverside",Riverbottom Fire,2017-12-21 11:16:00+00:00,2018-01-09 13:49:00+00:00,,,False,19.0
45.0,2017,San Luis Obispo,,,35.28738,-120.44448,near 3055  West Pozo Rd,Pozo Fire,2017-10-09 14:30:00+00:00,2018-01-09 13:34:00+00:00,,,False,91.0
45.0,2017,Shasta,,,40.48712,-121.85645,"Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown",Grace Fire,2017-04-03 16:00:00+00:00,2018-01-09 09:41:00+00:00,,,False,280.0
44.0,2017,Alameda,,,37.56181,-121.56425,"Mines Road and Crane Ridge Road, 8 miles S of Livermore",Mines Fire,2017-08-27 17:45:00+00:00,2018-01-09 12:45:00+00:00,,,False,134.0
43.0,2017,Tehama,,,39.81517,-122.28165,"Roser Rd & Sour Grass Rd, 6 miles NW of Orland",Roser Fire,2017-11-02 14:40:00+00:00,2018-01-09 13:46:00+00:00,,,False,67.0
43.0,2017,Monterey,,,36.17297,-120.87609,"off of Hwy 198 and Pine Valley, east of San Lucas",Pine Fire,2017-09-11 15:11:00+00:00,2018-01-09 13:19:00+00:00,,,False,119.0
42.0,2017,Monterey,,,35.96275,-121.08753,off San Lucas Rd and Martinez Rd,Lockwood Fire,2017-06-29 20:44:00+00:00,2018-01-09 11:11:00+00:00,,,False,193.0
42.0,2017,Tehama,,,40.10282,-122.27379,"Off Paskenta Rd, west of Red Bluff",Paskenta Fire,2017-06-24 11:15:00+00:00,2018-01-09 11:07:00+00:00,,,False,198.0
42.0,2017,Modoc,,,41.38247,-120.53443,"Off Hwy 395, south of Alturas",Jones Fire,2017-06-03 13:09:00+00:00,2018-01-09 10:24:00+00:00,,,False,219.0
41.0,2017,Siskiyou,,,41.99279,-122.9401,Wards Fork south of Donomore Meadows near the Oregon border.,Ward Fire,2017-08-13 12:41:00+00:00,2018-01-09 12:38:00+00:00,,,False,148.0
41.0,2017,Los Angeles,,,34.10446,-118.70294,Stokes Rd. and Mulholland Dr in Calabasas ,Stokes Fire,2017-06-29 15:45:00+00:00,2018-01-09 11:11:00+00:00,,,False,193.0
41.0,2017,Kern,,,35.05076,-118.90004,"Sabastian Rd and Wheeler, southeast of Arvin ",Feed Fire,2017-05-14 14:00:00+00:00,2018-01-09 09:57:00+00:00,,,False,239.0
40.0,2017,Riverside,,,33.96514,-117.4764," Riverdale Place and Lakeview Ave, Santa Ana Riverbed ",Riverdale Fire,2017-12-04 12:26:00+00:00,2018-01-09 13:47:00+00:00,,,False,36.0
40.0,2017,Riverside,,,33.90327,-116.50151,"Off Palm Dr & 20th Ave, Desert Hot Springs",Palm Fire,2017-11-14 16:11:00+00:00,2018-01-09 13:46:00+00:00,,,False,55.0
40.0,2017,San Bernardino,,,34.13534,-117.4982,"Interstate 15 and Interstate 210, Rancho Cucamonga",Freeway Fire,2017-10-24 10:27:00+00:00,2018-01-09 13:45:00+00:00,,,False,77.0
40.0,2017,Shasta,,,40.70627,-122.24199,"off of Argonaut Trail and Dry Creek Rd, Jones Valley",Jones Fire,2017-10-08 04:53:00+00:00,2018-01-09 13:31:00+00:00,,,False,93.0
40.0,2017,Kern,,,35.59302,-118.46734,"Todd Ct and Brick Dr, east of Lake Isabella",Lakewood Fire,2017-09-29 15:58:00+00:00,2018-01-09 13:29:00+00:00,,,False,101.0
40.0,2017,Del Norte,,,41.98128,-124.01168,"off Low Divide Rd, west of Rockland",Hole Fire,2017-09-12 12:45:00+00:00,2018-01-09 13:20:00+00:00,,,False,119.0
40.0,2017,Humboldt,,,41.02705,-123.63721,"Tish Tang Road and Hostler, Hoopa",Translator Fire,2017-08-28 08:01:00+00:00,2018-01-09 12:46:00+00:00,,,False,134.0
40.0,2017,Tehama,,,40.29831,-122.70449,"Hwy 36 and Vestal Road, west of Red Bluff",Vestal Fire,2017-08-26 15:03:00+00:00,2018-01-09 12:45:00+00:00,,,False,135.0
40.0,2017,Lake,,,38.86056,-122.62382,"Hwy 29 and Agua Dulce, 3 miles south of Lower lake",Murphy Fire,2017-07-17 14:44:00+00:00,2018-01-09 11:59:00+00:00,,,False,175.0
40.0,2017,Monterey,,,36.66684,-121.74826,"off Reservation Rd and Blanco Rd, east of the city of Marina",Reservation Fire,2017-07-16 11:17:00+00:00,2018-01-09 11:56:00+00:00,,,False,177.0
39.0,2017,Tuolumne,,,37.896778,-120.504134,"On Table Mountain, west of Table Mountain Road and Chicken Ranch Road, Jamestown",Table Fire,2017-09-19 00:22:00+00:00,2018-03-26 10:49:00+00:00,,,False,188.0
39.0,2017,Yuba,,,39.06522,-121.3519,"Spenceville Rd & Monarch Trail Dr, Wheatland",Spenceville Fire,2017-07-24 14:56:00+00:00,2018-01-09 12:05:00+00:00,,5.0,True,168.0
39.0,2017,Solano,,,38.07481,-122.23004,"off of I-80 and Sonoma Blvd,  Vallejo",Toll Fire,2017-06-22 13:08:00+00:00,2018-01-09 11:01:00+00:00,,,False,200.0
38.0,2017,Marin,,,37.9775,-122.65749,"off San Geronimo Ridge Road and Pine Mountain Fire Road, south of Woodacre ",Pine Fire,2017-06-27 10:39:00+00:00,2018-01-09 11:09:00+00:00,,,False,196.0
38.0,2017,Tuolumne,,,37.85137,-120.45268,"Red Hills Road & Six Bit Gulch Road, 2 miles southwest of Chinese Camp",Red Fire,2017-06-11 18:49:00+00:00,2018-01-09 10:31:00+00:00,,,False,211.0
37.0,2017,Shasta,,,40.774,-122.309,"I-5 and Turntable Bay, 7 miles NE of Shasta Lake ", Bridge Fire,2017-10-31 11:22:00+00:00,2018-01-09 13:46:00+00:00,,,False,70.0
36.0,2017,Mariposa,,,37.65963,-120.34802,"Banderilla Dr & Hidalgo St, north of Hayward",Banderilla Fire,2017-07-07 15:50:00+00:00,2018-01-09 11:48:00+00:00,,,False,185.0
36.0,2017,San Diego,,,33.1683,-116.77342,"Off Black Canyon Rd & Mesa Grande Rd, Ramona",Black Fire,2017-06-25 12:09:00+00:00,2018-01-09 11:07:00+00:00,,,False,197.0
35.0,2017,Riverside,,,33.74925,-117.10301,Hy 74 and Melba Avenue,Melba Fire,2017-09-29 18:01:00+00:00,2018-01-09 13:28:00+00:00,,,False,101.0
35.0,2017,Marin,,,38.08055,-122.77846,"Point Reyes - Petaluma Road, Petaluma",Spaletta Fire,2017-07-12 16:15:00+00:00,2018-01-09 11:54:00+00:00,,,False,180.0
35.0,2017,Riverside,,,33.99316,-117.48405,Off Van Buren Bl & Jurupa Rd in Jurupa Valley,Jurupa Fire,2017-07-04 15:20:00+00:00,2018-01-09 11:43:00+00:00,,,False,188.0
35.0,2017,Sacramento,,,38.45822,-120.92162,"off Hwy 16 & Latrobe Rd, east of White Rock (Sacramento County)",Latrobe Fire,2017-06-27 07:39:00+00:00,2018-01-09 11:09:00+00:00,,,False,196.0
35.0,2017,Kern,,,35.37351,-118.84134,"Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield ",Breckenridge Fire,2017-06-09 04:53:00+00:00,2018-01-09 10:29:00+00:00,,,False,214.0
35.0,2017,Riverside,,,33.96419,-117.20507,Reche Canyon Road and Smiley Boulevard,Smiley Fire,2017-05-21 16:12:00+00:00,2018-01-09 10:07:00+00:00,,,False,232.0
34.0,2017,San Bernardino,,,34.21829,-117.40625,"near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park ",Meyers Fire,2017-12-05 13:28:00+00:00,2018-01-09 13:47:00+00:00,,,False,35.0
34.0,2017,Riverside,,,33.73547,-117.33364,"Ellie Way and El Toro Road, Lake Elsinore",Ellie Fire,2017-09-10 13:49:00+00:00,2018-01-09 13:19:00+00:00,,,False,120.0
34.0,2017,Humboldt,,,40.03697,-123.64214,"Miller Ranch road x Bell Springs road, 10 miles NE Leggett ",Miller Fire,2017-08-31 13:57:00+00:00,2018-01-09 12:49:00+00:00,,,False,130.0
34.0,2017,San Benito,,,36.85596,-121.30983,"Off Santa Ana Valley Rd & Douglas Dr, Hollister",Valley Fire,2017-07-04 13:21:00+00:00,2018-01-09 11:42:00+00:00,,,False,188.0
33.0,2017,Riverside,,,33.763304,-117.314994,"off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow",Christmas Fire,2017-07-07 12:56:00+00:00,2018-01-09 11:46:00+00:00,,,False,185.0
33.0,2017,Riverside,,,33.584036,-116.972036,"San Ignacio Road and East Benton Road, Temecula",Valley Fire,2017-06-13 12:00:00+00:00,2018-01-09 10:32:00+00:00,,,False,209.0
33.0,2017,Kern,,,35.60633,-118.4642,"off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella",Creek Fire ,2017-06-04 22:11:00+00:00,2018-01-09 10:24:00+00:00,,,False,218.0
32.0,2017,Trinity,,,40.804,-123.375,"North of Hwy 299, west of Del Loma",Sandy Fire,2017-08-02 11:13:00+00:00,2018-01-09 12:16:00+00:00,,,False,160.0
32.0,2017,Trinity,,,40.79902,-123.39253,"Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch",Sandy Fire,2017-08-02 08:30:00+00:00,2018-01-09 12:17:00+00:00,,,False,160.0
32.0,2017,Riverside,,,33.62613,-117.07975,"Field Drive & Patterson Road, Community of Winchester",Washington Fire,2017-07-13 10:28:00+00:00,2018-01-09 11:54:00+00:00,,,False,180.0
32.0,2017,Monterey,,,35.90092,-120.93371,"Jolon Rd and Frudden Rd, near Lockwood",Shore Fire,2017-06-16 15:49:00+00:00,2018-01-09 10:34:00+00:00,,,True,206.0
32.0,2017,Monterey,,,35.902149,-120.983684,"New Pleyto Road cross of Stern st, Lockwood",Pleyto Fire,2017-06-11 18:12:00+00:00,2018-01-09 10:30:00+00:00,,,False,211.0
31.0,2017,Monterey,,,36.5858,-121.80377,"off York Road and S Boundary Road, east of Monterey ",York Fire,2017-10-15 14:55:00+00:00,2018-01-09 13:40:00+00:00,,,False,85.0
31.0,2017,Fresno,,,36.099681,-120.443545,"off of Highway 198 west of Parsons Road, Coalinga",Juniper Fire,2017-08-23 13:28:00+00:00,2018-01-09 12:44:00+00:00,,,False,138.0
31.0,2017,Kern,,,35.60001,-118.4683,"Red Hill Road and Schick Road, 2 miles east of Lake Isabella",Hub Fire,2017-05-12 05:05:00+00:00,2018-01-09 09:55:00+00:00,,,False,242.0
30.0,2017,Los Angeles,,,34.52055,-118.62882,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",Castaic Fire,2017-08-31 16:32:00+00:00,2018-03-22 16:34:00+00:00,,,False,203.0
30.0,2017,Humboldt,,,40.27582,-123.64281,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",Blocksburg Fire,2017-08-03 16:41:00+00:00,2018-01-09 12:18:00+00:00,,,False,158.0
30.0,2017,Riverside,,,33.96896,-117.25411,"off Moreno Beach Dr & Locust, north of Moreno Valley",Timber Fire,2017-07-03 19:31:00+00:00,2018-01-09 11:42:00+00:00,,,False,189.0
29.0,2017,El Dorado,,,38.77921,-120.46234,"off Ice House Road and US-50, east of Riverton, 13 miles east of Camino",Ice Fire,2017-10-10 15:36:00+00:00,2018-01-09 13:35:00+00:00,,,False,90.0
29.0,2017,Tehama,,,40.29118,-122.42606,"Benson Rd, Bowman., 11 miles northwest of Red Bluff",Benson Fire,2017-07-08 18:58:00+00:00,2018-01-09 11:51:00+00:00,,,False,184.0
28.0,2017,Butte,,,39.8255,-121.7127,"Hwy 32 and Humboldt Road, 5 miles northeast of Chico ",32 Fire,2017-09-25 11:03:00+00:00,2018-01-09 13:24:00+00:00,,,False,106.0
